content,score,label,content_sw,content_token,content_stem
bebas iklan tapi masih agak lemot,4,Positif,bebas iklan lemot,"['bebas', 'iklan', 'lemot']",bebas iklan lot
lumayan membantu cuma sayang banyak iklan ga jelas,4,Positif,lumayan membantu sayang iklan ga,"['lumayan', 'membantu', 'sayang', 'iklan', 'ga']",lumayan bantu sayang iklan ga
sangat cepat dan aman untuk meng akses,5,Positif,cepat aman meng akses,"['cepat', 'aman', 'meng', 'akses']",cepat aman meng akses
apk bobrok awal bolehlah lancar sekarang kepake 400mb langsung down saat down cuma bisa buat nonton iklan yang ga bermutu dan ga berguna uninstall ,1,Negatif,apk bobrok lancar kepake 400mb langsung down down nonton iklan ga bermutu ga berguna uninstall,"['apk', 'bobrok', 'lancar', 'kepake', '400mb', 'langsung', 'down', 'down', 'nonton', 'iklan', 'ga', 'bermutu', 'ga', 'berguna', 'uninstall']",apk bobrok lancar kepake 400mb langsung down down nonton iklan ga mutu ga guna uninstall
uda bagus cuman kenapa sering keluar sendiri sudah terhubung pas masuk situs terputus sendiri ada apa gerangan klu ga terputus sendiri baru saya tambahkan bintangnya over all uda bagus,4,Positif,uda bagus cuman terhubung pas masuk situs terputus gerangan klu ga terputus tambahkan bintangnya over all uda bagus,"['uda', 'bagus', 'cuman', 'terhubung', 'pas', 'masuk', 'situs', 'terputus', 'gerangan', 'klu', 'ga', 'terputus', 'tambahkan', 'bintangnya', 'over', 'all', 'uda', 'bagus']",uda bagus cuman hubung pas masuk situs putus gerangan klu ga putus tambah bintang over all uda bagus
mantap selama bisa di pakai dan terutama gratis ,5,Positif,mantap pakai gratis,"['mantap', 'pakai', 'gratis']",mantap pakai gratis
klau bisa di kurangi aja iklan ads nya bang itu aja sih,5,Positif,klau kurangi aja iklan ads nya bang aja sih,"['klau', 'kurangi', 'aja', 'iklan', 'ads', 'nya', 'bang', 'aja', 'sih']",klau kurang aja iklan ads nya bang aja sih
vpn jelek jaringan lag kebanyakan iklan,1,Negatif,vpn jelek jaringan lag kebanyakan iklan,"['vpn', 'jelek', 'jaringan', 'lag', 'kebanyakan', 'iklan']",vpn jelek jaring lag banyak iklan
apk ini keren banget makin cepat dan lancar jaya mantap jaya ,5,Positif,apk keren banget cepat lancar jaya mantap jaya,"['apk', 'keren', 'banget', 'cepat', 'lancar', 'jaya', 'mantap', 'jaya']",apk keren banget cepat lancar jaya mantap jaya
oke bagus cuma iklan nya aj yang kadang bikin kesel,5,Positif,oke bagus iklan nya aj kadang bikin kesel,"['oke', 'bagus', 'iklan', 'nya', 'aj', 'kadang', 'bikin', 'kesel']",oke bagus iklan nya aj kadang bikin kesel
sangat membantu tapi kalo bisa bulannya diskon 50 ,5,Positif,membantu kalo bulannya diskon 50,"['membantu', 'kalo', 'bulannya', 'diskon', '50']",bantu kalo bulan diskon 50
jelek beda dari vpn lainnya bug jaringan yg buruk,1,Negatif,jelek beda vpn bug jaringan yg buruk,"['jelek', 'beda', 'vpn', 'bug', 'jaringan', 'yg', 'buruk']",jelek beda vpn bug jaring yg buruk
kurangi iklan ny untuk aplikasi ok lah,5,Positif,kurangi iklan ny aplikasi ok,"['kurangi', 'iklan', 'ny', 'aplikasi', 'ok']",kurang iklan ny aplikasi ok
aplikasi gak guna iklan segudang bosok,1,Negatif,aplikasi gak iklan segudang bosok,"['aplikasi', 'gak', 'iklan', 'segudang', 'bosok']",aplikasi gak iklan gudang bosok
lumayan cepat connectnya coba dulu yg gratis semoga langgeng,4,Positif,lumayan cepat connectnya coba yg gratis semoga langgeng,"['lumayan', 'cepat', 'connectnya', 'coba', 'yg', 'gratis', 'semoga', 'langgeng']",lumayan cepat connectnya coba yg gratis moga langgeng
ini sangat bagus cuman masih ada masalah server saya masuk server miami yaitu amerika serikat tapi waktu saya masuk kedalam game saya itu tidak terhubung jadi tolong diperbaiki terimakasih,5,Positif,bagus cuman server masuk server miami amerika serikat masuk kedalam game terhubung tolong diperbaiki terimakasih,"['bagus', 'cuman', 'server', 'masuk', 'server', 'miami', 'amerika', 'serikat', 'masuk', 'kedalam', 'game', 'terhubung', 'tolong', 'diperbaiki', 'terimakasih']",bagus cuman server masuk server miami amerika serikat masuk dalam game hubung tolong baik terimakasih
aplikasi yg sangat membantu untuk meningkatkan jaringan dan saya sngat puas akan adanya aplikasi vpn ini walau terkadang suka on off sendiri ,5,Positif,aplikasi yg membantu meningkatkan jaringan sngat puas aplikasi vpn terkadang suka on off,"['aplikasi', 'yg', 'membantu', 'meningkatkan', 'jaringan', 'sngat', 'puas', 'aplikasi', 'vpn', 'terkadang', 'suka', 'on', 'off']",aplikasi yg bantu tingkat jaring sngat puas aplikasi vpn terkadang suka on off
saya suka aplikasi nya kemarin sempat 2 hari gk bisa nyambung setelah saya hapus dan perbarui lagi sekarang jadi lebih bagus tapi sayang beredar kabar klo ada peraturan baru d negri arab tentang aplikasi ini apa kah itu bnar ada nya ,5,Positif,suka aplikasi nya kemarin 2 gk nyambung hapus perbarui bagus sayang beredar kabar klo peraturan d negri arab aplikasi kah bnar nya,"['suka', 'aplikasi', 'nya', 'kemarin', '2', 'gk', 'nyambung', 'hapus', 'perbarui', 'bagus', 'sayang', 'beredar', 'kabar', 'klo', 'peraturan', 'd', 'negri', 'arab', 'aplikasi', 'kah', 'bnar', 'nya']",suka aplikasi nya kemarin 2 gk nyambung hapus baru bagus sayang edar kabar klo atur d negri arab aplikasi kah bnar nya
kualitas bagus jaringan stabil ,5,Positif,kualitas bagus jaringan stabil,"['kualitas', 'bagus', 'jaringan', 'stabil']",kualitas bagus jaring stabil
untuk mempercepat dan memudahkan pencarian,5,Positif,mempercepat memudahkan pencarian,"['mempercepat', 'memudahkan', 'pencarian']",cepat mudah cari
harap dikembangkan lebih bagus laqi dari ini kadang masi gk stabil and putus2 dan tolong dikembangkan dengan semua kulaitas bagus tanpa biaya and ditambahkan situs lain yang video nya membayar kita bisa mebuka nya dengan gratis itu aja saran saya tq,5,Positif,harap dikembangkan bagus laqi kadang masi gk stabil and putus2 tolong dikembangkan kulaitas bagus biaya and situs video nya membayar mebuka nya gratis aja saran tq,"['harap', 'dikembangkan', 'bagus', 'laqi', 'kadang', 'masi', 'gk', 'stabil', 'and', 'putus2', 'tolong', 'dikembangkan', 'kulaitas', 'bagus', 'biaya', 'and', 'situs', 'video', 'nya', 'membayar', 'mebuka', 'nya', 'gratis', 'aja', 'saran', 'tq']",harap kembang bagus laqi kadang mas gk stabil and putus2 tolong kembang kulaitas bagus biaya and situs video nya bayar mebuka nya gratis aja saran tq
lumayan bagus tapi kalo bisa iklan nya di kurangi,2,Negatif,lumayan bagus kalo iklan nya kurangi,"['lumayan', 'bagus', 'kalo', 'iklan', 'nya', 'kurangi']",lumayan bagus kalo iklan nya kurang
kukasih rating 4 karena aplikasi ini sangat bagus tetapi agak lag sedikit,4,Positif,kukasih rating 4 aplikasi bagus lag,"['kukasih', 'rating', '4', 'aplikasi', 'bagus', 'lag']",kasih rating 4 aplikasi bagus lag
aku suka aplikasi ini biarpun sinyal jelek seperti kartu im3 indosat ,5,Positif,suka aplikasi biarpun sinyal jelek kartu im3 indosat,"['suka', 'aplikasi', 'biarpun', 'sinyal', 'jelek', 'kartu', 'im3', 'indosat']",suka aplikasi biarpun sinyal jelek kartu im3 indosat
iklannya kebanyakan masa sekali pencet iklan lagi,1,Negatif,iklannya kebanyakan pencet iklan,"['iklannya', 'kebanyakan', 'pencet', 'iklan']",iklan banyak pencet iklan
apl nya bagus dan cepat akses nya,4,Positif,apl nya bagus cepat akses nya,"['apl', 'nya', 'bagus', 'cepat', 'akses', 'nya']",apl nya bagus cepat akses nya
koneksinya cukup stabil oke,4,Positif,koneksinya stabil oke,"['koneksinya', 'stabil', 'oke']",koneksi stabil oke
bagus dan berfungsi dg baik kalau soal iklan ya namanya jg versi gratis wajar2 aja sih klu ga mau banyak iklan beli yg premium gitu aja kok repot,5,Positif,bagus berfungsi dg iklan ya namanya jg versi gratis wajar2 aja sih klu ga iklan beli yg premium gitu aja repot,"['bagus', 'berfungsi', 'dg', 'iklan', 'ya', 'namanya', 'jg', 'versi', 'gratis', 'wajar2', 'aja', 'sih', 'klu', 'ga', 'iklan', 'beli', 'yg', 'premium', 'gitu', 'aja', 'repot']",bagus fungsi dg iklan ya nama jg versi gratis wajar2 aja sih klu ga iklan beli yg premium gitu aja repot
dear developer innovative connecting untuk aplikasi turbo vpn secure vpn proxy sudah sangat bagus tolong tambahkan lagi fitur yang berguna di aplikasi ini ,5,Positif,dear developer innovative connecting aplikasi turbo vpn secure vpn proxy bagus tolong tambahkan fitur berguna aplikasi,"['dear', 'developer', 'innovative', 'connecting', 'aplikasi', 'turbo', 'vpn', 'secure', 'vpn', 'proxy', 'bagus', 'tolong', 'tambahkan', 'fitur', 'berguna', 'aplikasi']",dear developer innovative connecting aplikasi turbo vpn secure vpn proxy bagus tolong tambah fitur guna aplikasi
ok buat web yg terblokir cuma iklan nya banyak,5,Positif,ok web yg terblokir iklan nya,"['ok', 'web', 'yg', 'terblokir', 'iklan', 'nya']",ok web yg blokir iklan nya
sementara ini bagus bisa sampai 10 perangkat,4,Positif,bagus 10 perangkat,"['bagus', '10', 'perangkat']",bagus 10 perangkat
aplikasinya bagus jd bisa bikin internetan cepat,5,Positif,aplikasinya bagus jd bikin internetan cepat,"['aplikasinya', 'bagus', 'jd', 'bikin', 'internetan', 'cepat']",aplikasi bagus jd bikin internetan cepat
aplikasi ini sangat bagus tapi masi ada iklannya,5,Positif,aplikasi bagus masi iklannya,"['aplikasi', 'bagus', 'masi', 'iklannya']",aplikasi bagus mas iklan
haiya jika kalian tidak ingin ada iklan makanya modal sedikit looo beli yg berbqyar ini sudah gratis masih protes banyak iklan ,5,Positif,haiya iklan modal looo beli yg berbqyar gratis protes iklan,"['haiya', 'iklan', 'modal', 'looo', 'beli', 'yg', 'berbqyar', 'gratis', 'protes', 'iklan']",haiya iklan modal looo beli yg berbqyar gratis protes iklan
lancar dan cepat semakin di tingkatkan lagi,5,Positif,lancar cepat tingkatkan,"['lancar', 'cepat', 'tingkatkan']",lancar cepat tingkat
masih stabil walaupun masih banyak iklan,5,Positif,stabil iklan,"['stabil', 'iklan']",stabil iklan
mohon iklan nya jangan terlalu rutin,5,Positif,mohon iklan nya rutin,"['mohon', 'iklan', 'nya', 'rutin']",mohon iklan nya rutin
kurang bagus sinyal vpn nya kurang lancar,5,Positif,bagus sinyal vpn nya lancar,"['bagus', 'sinyal', 'vpn', 'nya', 'lancar']",bagus sinyal vpn nya lancar
sangat sangat membatu dalam hal server atau kecepatan jarigan,5,Positif,membatu server kecepatan jarigan,"['membatu', 'server', 'kecepatan', 'jarigan']",batu server cepat jarigan
aplikasi yang sangat membantu berkomunikasi saya suka,5,Positif,aplikasi membantu berkomunikasi suka,"['aplikasi', 'membantu', 'berkomunikasi', 'suka']",aplikasi bantu komunikasi suka
sangat membantu sekali untuk menggunakan aplikasi terkunci gak bisa di buka,5,Positif,membantu aplikasi terkunci gak buka,"['membantu', 'aplikasi', 'terkunci', 'gak', 'buka']",bantu aplikasi kunci gak buka
bagus sekali aplikasi ini sangat membantu semoga dipertahankan kualitas nya,5,Positif,bagus aplikasi membantu semoga dipertahankan kualitas nya,"['bagus', 'aplikasi', 'membantu', 'semoga', 'dipertahankan', 'kualitas', 'nya']",bagus aplikasi bantu moga tahan kualitas nya
mohondi tingkatkan lagi karena sering lama loadingnya,4,Positif,mohondi tingkatkan loadingnya,"['mohondi', 'tingkatkan', 'loadingnya']",mohondi tingkat loadingnya
lumayan sangat membantu untuk meningkatkan koneksi cuma tolong di tingkatlan lagi untuk apk nya karena suka putus sendiri,5,Positif,lumayan membantu meningkatkan koneksi tolong tingkatlan apk nya suka putus,"['lumayan', 'membantu', 'meningkatkan', 'koneksi', 'tolong', 'tingkatlan', 'apk', 'nya', 'suka', 'putus']",lumayan bantu tingkat koneksi tolong tingkatlan apk nya suka putus
aplikasi yg sangat bermanfaat di saat jaringan lemot,5,Positif,aplikasi yg bermanfaat jaringan lemot,"['aplikasi', 'yg', 'bermanfaat', 'jaringan', 'lemot']",aplikasi yg manfaat jaring lot
keren sangat membantu aplikasi yg membuat semua y jd mudah,5,Positif,keren membantu aplikasi yg y jd mudah,"['keren', 'membantu', 'aplikasi', 'yg', 'y', 'jd', 'mudah']",keren bantu aplikasi yg y jd mudah
koneksinya sudah bagus layanan nya juga cepat cuma satu kendala aja setiap mau buka iklan mau tutup juga iklan iklannya juga harus nunggu sampai selesai minta tolong tentang iklan nya kalau bisa dikurangi biar yang dwonload aplikasi ini tidak kecewa terima kasih,5,Positif,koneksinya bagus layanan nya cepat kendala aja buka iklan tutup iklan iklannya nunggu selesai tolong iklan nya dikurangi biar dwonload aplikasi kecewa terima kasih,"['koneksinya', 'bagus', 'layanan', 'nya', 'cepat', 'kendala', 'aja', 'buka', 'iklan', 'tutup', 'iklan', 'iklannya', 'nunggu', 'selesai', 'tolong', 'iklan', 'nya', 'dikurangi', 'biar', 'dwonload', 'aplikasi', 'kecewa', 'terima', 'kasih']",koneksi bagus layan nya cepat kendala aja buka iklan tutup iklan iklan nunggu selesai tolong iklan nya rang biar dwonload aplikasi kecewa terima kasih
kepada pihak developer dulu saya pakai ini aplikasi lancar dan tanpa kendala saya juga berlangganan tapi sekarang saya tidak mendapatkan pengalaman yang sama saya mencoba gratis premium selama 7 hari tapi tetap saja muncul iklan dan koneksi internet yang sangat lambat kemudian secara tidak sadar saldo google play saya terpotong oleh turbo vpn ini untuk perpanjangan selama sebulan rp 187 590 tetapi tetap saja saya dianggap tidak menggunakan pelayanan premium koneksi lambat ikln bnyk ,1,Negatif,developer pakai aplikasi lancar kendala berlangganan pengalaman mencoba gratis premium 7 muncul iklan koneksi internet lambat sadar saldo google play terpotong turbo vpn perpanjangan sebulan rp 187 590 dianggap pelayanan premium koneksi lambat ikln bnyk,"['developer', 'pakai', 'aplikasi', 'lancar', 'kendala', 'berlangganan', 'pengalaman', 'mencoba', 'gratis', 'premium', '7', 'muncul', 'iklan', 'koneksi', 'internet', 'lambat', 'sadar', 'saldo', 'google', 'play', 'terpotong', 'turbo', 'vpn', 'perpanjangan', 'sebulan', 'rp', '187', '590', 'dianggap', 'pelayanan', 'premium', 'koneksi', 'lambat', 'ikln', 'bnyk']",developer pakai aplikasi lancar kendala langgan alam coba gratis premium 7 muncul iklan koneksi internet lambat sadar saldo google play potong turbo vpn panjang bulan rp 187 590 anggap layan premium koneksi lambat ikln bnyk
lumayan lah tapi iklannya ganggu bnget ,4,Positif,lumayan iklannya ganggu bnget,"['lumayan', 'iklannya', 'ganggu', 'bnget']",lumayan iklan ganggu bnget
puas dngan hasilnya dan server sangag cepat,5,Positif,puas dngan hasilnya server sangag cepat,"['puas', 'dngan', 'hasilnya', 'server', 'sangag', 'cepat']",puas dngan hasil server sangag cepat
fiturnya jelas dan kencang penelusurannya,5,Positif,fiturnya kencang penelusurannya,"['fiturnya', 'kencang', 'penelusurannya']",fiturnya kencang telusur
kalian wajib download aplikasi ini selain jangakauan nya luas konektivitasnya juga oke,5,Positif,wajib download aplikasi jangakauan nya luas konektivitasnya oke,"['wajib', 'download', 'aplikasi', 'jangakauan', 'nya', 'luas', 'konektivitasnya', 'oke']",wajib download aplikasi jangakauan nya luas konektivitasnya oke
sangat membantu untuk buka file dan upload file,5,Positif,membantu buka file upload file,"['membantu', 'buka', 'file', 'upload', 'file']",bantu buka file upload file
masalah pada kekuatan signal data teratasi dengan baik ,5,Positif,kekuatan signal data teratasi,"['kekuatan', 'signal', 'data', 'teratasi']",kuat signal data atas
menurut saya ini aplikasi kurang jadi saya kasih 2 bintang dulu kenapa saya kasih dua bintang di karenakan saya mau memakai salah satu negara tetapi harus menggunakan premium udah mana cukup mahal lagi,2,Negatif,aplikasi kasih 2 bintang kasih bintang karenakan memakai salah negara premium udah mahal,"['aplikasi', 'kasih', '2', 'bintang', 'kasih', 'bintang', 'karenakan', 'memakai', 'salah', 'negara', 'premium', 'udah', 'mahal']",aplikasi kasih 2 bintang kasih bintang karena pakai salah negara premium udah mahal
sangat cepat tidak ad yg tidk mungkin,5,Positif,cepat ad yg tidk,"['cepat', 'ad', 'yg', 'tidk']",cepat ad yg tidk
kalaw bisa di tingkatkan lagi kcepatan nya,5,Positif,kalaw tingkatkan kcepatan nya,"['kalaw', 'tingkatkan', 'kcepatan', 'nya']",kalaw tingkat kcepatan nya
gg cuy gabut aja yang penting apk nya gg meskipun banyak yang harus bayar dulu,5,Positif,gg cuy gabut aja apk nya gg bayar,"['gg', 'cuy', 'gabut', 'aja', 'apk', 'nya', 'gg', 'bayar']",gg cuy gabut aja apk nya gg bayar
mantap nich aplikasi lancar ga ada acara loading2 lagi langsung zos gandoz,5,Positif,mantap nich aplikasi lancar ga acara loading2 langsung zos gandoz,"['mantap', 'nich', 'aplikasi', 'lancar', 'ga', 'acara', 'loading2', 'langsung', 'zos', 'gandoz']",mantap nich aplikasi lancar ga acara loading2 langsung zos gandoz
coba dulu ya nanti kalau udah di pakai aku nambahin bintang ya hmmm aku tambahin 2 bintang yaasmoga apk nya tambah keren dan tidak lag ,5,Positif,coba ya udah pakai nambahin bintang ya hmmm tambahin 2 bintang yaasmoga apk nya keren lag,"['coba', 'ya', 'udah', 'pakai', 'nambahin', 'bintang', 'ya', 'hmmm', 'tambahin', '2', 'bintang', 'yaasmoga', 'apk', 'nya', 'keren', 'lag']",coba ya udah pakai nambahin bintang ya hmmm tambahin 2 bintang yaasmoga apk nya keren lag
cepat prosesnya dan bagus gambarnya ,5,Positif,cepat prosesnya bagus gambarnya,"['cepat', 'prosesnya', 'bagus', 'gambarnya']",cepat proses bagus gambar
apk nya bagus jadi makin kenceng jaringan,5,Positif,apk nya bagus kenceng jaringan,"['apk', 'nya', 'bagus', 'kenceng', 'jaringan']",apk nya bagus kenceng jaring
oke walau terkadang kalo akses server yg trllu deep itu melehoy,5,Positif,oke terkadang kalo akses server yg trllu deep melehoy,"['oke', 'terkadang', 'kalo', 'akses', 'server', 'yg', 'trllu', 'deep', 'melehoy']",oke terkadang kalo akses server yg trllu deep melehoy
vpn super cepat tanpa hambatan ,5,Positif,vpn super cepat hambatan,"['vpn', 'super', 'cepat', 'hambatan']",vpn super cepat hambat
lumayan sih tpi perlu diperbaikin sih koneksinya,2,Negatif,lumayan sih tpi diperbaikin sih koneksinya,"['lumayan', 'sih', 'tpi', 'diperbaikin', 'sih', 'koneksinya']",lumayan sih tpi diperbaikin sih koneksi
𝐴𝑝𝑙𝑖𝑘𝑎𝑠𝑖𝑛𝑦𝑎 𝑏𝑒𝑛𝑒𝑟2 𝑏𝑎𝑔𝑢𝑠 𝑑𝑎𝑛 𝑡𝑖𝑑𝑎𝑘 𝑚𝑒𝑛𝑔𝑒𝑐𝑒𝑤𝑎𝑘𝑎𝑛 𝑗𝑗𝑎𝑑𝑖 𝑠𝑎𝑦𝑎 𝑘𝑎𝑠𝑖 4 𝑏𝑖𝑛𝑡𝑎𝑛𝑔,4,Positif,𝐴𝑝𝑙𝑖𝑘𝑎𝑠𝑖𝑛𝑦𝑎 𝑏𝑒𝑛𝑒𝑟2 𝑏𝑎𝑔𝑢𝑠 𝑑𝑎𝑛 𝑡𝑖𝑑𝑎𝑘 𝑚𝑒𝑛𝑔𝑒𝑐𝑒𝑤𝑎𝑘𝑎𝑛 𝑗𝑗𝑎𝑑𝑖 𝑠𝑎𝑦𝑎 𝑘𝑎𝑠𝑖 4 𝑏𝑖𝑛𝑡𝑎𝑛𝑔,"['𝐴𝑝𝑙𝑖𝑘𝑎𝑠𝑖𝑛𝑦𝑎', '𝑏𝑒𝑛𝑒𝑟2', '𝑏𝑎𝑔𝑢𝑠', '𝑑𝑎𝑛', '𝑡𝑖𝑑𝑎𝑘', '𝑚𝑒𝑛𝑔𝑒𝑐𝑒𝑤𝑎𝑘𝑎𝑛', '𝑗𝑗𝑎𝑑𝑖', '𝑠𝑎𝑦𝑎', '𝑘𝑎𝑠𝑖', '4', '𝑏𝑖𝑛𝑡𝑎𝑛𝑔']", 2        4 
sangat membantu saya terkadang vpn ini tidak stabil padahal jaringan wifi saya baik baik saja tapi sangat membantu saya memberi 5 bintang untuk mem apresiasi aplikasi ini ,5,Positif,membantu terkadang vpn stabil jaringan wifi membantu 5 bintang mem apresiasi aplikasi,"['membantu', 'terkadang', 'vpn', 'stabil', 'jaringan', 'wifi', 'membantu', '5', 'bintang', 'mem', 'apresiasi', 'aplikasi']",bantu terkadang vpn stabil jaring wifi bantu 5 bintang mem apresiasi aplikasi
bagus mudah digunakan cepat terhubungnya ga tau kl udh lama kemudian kita tunggu aja hehehe,5,Positif,bagus mudah cepat terhubungnya ga tau kl udh tunggu aja hehehe,"['bagus', 'mudah', 'cepat', 'terhubungnya', 'ga', 'tau', 'kl', 'udh', 'tunggu', 'aja', 'hehehe']",bagus mudah cepat hubung ga tau kl udh tunggu aja hehehe
performa wifi berkurang saat mengaktifkan vpn,2,Negatif,performa wifi berkurang mengaktifkan vpn,"['performa', 'wifi', 'berkurang', 'mengaktifkan', 'vpn']",performa wifi kurang aktif vpn
sangat membantu untuak karingan yang lemot mantap bangat apkmya,5,Positif,membantu untuak karingan lemot mantap bangat apkmya,"['membantu', 'untuak', 'karingan', 'lemot', 'mantap', 'bangat', 'apkmya']",bantu untuak karingan lot mantap bangat apkmya
semoga jaringan di aplikasi ini semakin ditingkatkan lagi terutama untuk kecepatan mengunduh dan bermain video game terimakasih,5,Positif,semoga jaringan aplikasi ditingkatkan kecepatan mengunduh bermain video game terimakasih,"['semoga', 'jaringan', 'aplikasi', 'ditingkatkan', 'kecepatan', 'mengunduh', 'bermain', 'video', 'game', 'terimakasih']",moga jaring aplikasi tingkat cepat unduh main video game terimakasih
katanya mulai lama makin banyak iklannya aja nih,5,Positif,iklannya aja nih,"['iklannya', 'aja', 'nih']",iklan aja nih
gk nyaman sama konten yg muncul terus,5,Positif,gk nyaman konten yg muncul,"['gk', 'nyaman', 'konten', 'yg', 'muncul']",gk nyaman konten yg muncul
sangat membantu klo bisa iklan nya kurangin ,4,Positif,membantu klo iklan nya kurangin,"['membantu', 'klo', 'iklan', 'nya', 'kurangin']",bantu klo iklan nya rangin
mantep aplikasi ni sangat membantu sedikit kekurangan nya,4,Positif,mantep aplikasi ni membantu kekurangan nya,"['mantep', 'aplikasi', 'ni', 'membantu', 'kekurangan', 'nya']",mantep aplikasi ni bantu kurang nya
ok lah tapi terlalu banyak iklan,4,Positif,ok iklan,"['ok', 'iklan']",ok iklan
sangat berguna dan menjelajah sangat cepat,5,Positif,berguna menjelajah cepat,"['berguna', 'menjelajah', 'cepat']",guna jelajah cepat
selama memakai vpn ini jaringan ku makin lancar dan bisa menonton website yang ke blokir jadi kebuka jadinya bagus apk ini semoga semakin bagus kedepannya,5,Positif,memakai vpn jaringan ku lancar menonton website blokir kebuka bagus apk semoga bagus kedepannya,"['memakai', 'vpn', 'jaringan', 'ku', 'lancar', 'menonton', 'website', 'blokir', 'kebuka', 'bagus', 'apk', 'semoga', 'bagus', 'kedepannya']",pakai vpn jaring ku lancar tonton website blokir buka bagus apk moga bagus depan
aplikasi ini sangat berguna sekali saya kasih bintang karena sangat membantu ke pribadian saya terima kasih,5,Positif,aplikasi berguna kasih bintang membantu pribadian terima kasih,"['aplikasi', 'berguna', 'kasih', 'bintang', 'membantu', 'pribadian', 'terima', 'kasih']",aplikasi guna kasih bintang bantu pribadi terima kasih
aplikasi nya sangat bagus tapi tolong iklan nya dong jangan terlalu sering dan banyak kesel tau gk,5,Positif,aplikasi nya bagus tolong iklan nya kesel tau gk,"['aplikasi', 'nya', 'bagus', 'tolong', 'iklan', 'nya', 'kesel', 'tau', 'gk']",aplikasi nya bagus tolong iklan nya kesel tau gk
terimakasih dengan adanya vpn turbo lebih mudah menjangkau video di hanpone saya,5,Positif,terimakasih vpn turbo mudah menjangkau video hanpone,"['terimakasih', 'vpn', 'turbo', 'mudah', 'menjangkau', 'video', 'hanpone']",terimakasih vpn turbo mudah jangkau video hanpone
aplikasi anjeng iklan banyak kurang banyak,1,Negatif,aplikasi anjeng iklan,"['aplikasi', 'anjeng', 'iklan']",aplikasi anjeng iklan
terlalu sering iklan,5,Positif,iklan,['iklan'],iklan
apk yg luar biasa ayo pada dowlod masuknya cepat didowlod jg lancar,4,Positif,apk yg ayo dowlod masuknya cepat didowlod jg lancar,"['apk', 'yg', 'ayo', 'dowlod', 'masuknya', 'cepat', 'didowlod', 'jg', 'lancar']",apk yg ayo dowlod masuk cepat didowlod jg lancar
lelet lemot parah banyak iklan tiap penvet menu muncul iklan ga ada yang bnr² kenceng servernya,1,Negatif,lelet lemot parah iklan penvet menu muncul iklan ga bnr² kenceng servernya,"['lelet', 'lemot', 'parah', 'iklan', 'penvet', 'menu', 'muncul', 'iklan', 'ga', 'bnr²', 'kenceng', 'servernya']",lelet lot parah iklan penvet menu muncul iklan ga bnr kenceng servernya
test aplikasi buka website nggak bisa setel video nggak bisa cuma 10 40 kb s padahal kalau nggak pakai vpn bisa tembus 1 2 mb s useless ,1,Negatif,test aplikasi buka website nggak setel video nggak 10 40 kb s nggak pakai vpn tembus 1 2 mb s useless,"['test', 'aplikasi', 'buka', 'website', 'nggak', 'setel', 'video', 'nggak', '10', '40', 'kb', 's', 'nggak', 'pakai', 'vpn', 'tembus', '1', '2', 'mb', 's', 'useless']",test aplikasi buka website nggak setel video nggak 10 40 kb s nggak pakai vpn tembus 1 2 mb s useless
sangat bermanfaat atas kelancarannya jaringan,5,Positif,bermanfaat kelancarannya jaringan,"['bermanfaat', 'kelancarannya', 'jaringan']",manfaat lancar jaring
stabil kan koneksi nya min good job,4,Positif,stabil koneksi nya min good job,"['stabil', 'koneksi', 'nya', 'min', 'good', 'job']",stabil koneksi nya min good job
tolong nonaktifkan penarikan uang lewat aplikasi ini yang yang penarikan uangnya dilakukan oleh google tolong nonaktifkan saya nggak karena uang saya selalu ditarik otomatis tanpa ada persetujuan dari ssya,1,Negatif,tolong nonaktifkan penarikan uang aplikasi penarikan uangnya google tolong nonaktifkan nggak uang ditarik otomatis persetujuan ssya,"['tolong', 'nonaktifkan', 'penarikan', 'uang', 'aplikasi', 'penarikan', 'uangnya', 'google', 'tolong', 'nonaktifkan', 'nggak', 'uang', 'ditarik', 'otomatis', 'persetujuan', 'ssya']",tolong nonaktif tari uang aplikasi tari uang google tolong nonaktif nggak uang tarik otomatis tuju ssya
cukup membantu walapun bnyak iklan,5,Positif,membantu walapun bnyak iklan,"['membantu', 'walapun', 'bnyak', 'iklan']",bantu walapun bnyak iklan
aplikasi ini sangat berbahaya ketika di gunakan pakai metode percobaan otomatis berlangganan walaupun apk d hapus tdk akan membatalkan langganan saya kehilangan uang 187rb karna trnyata pmbayaran otomatis lewat akun dana ,1,Negatif,aplikasi berbahaya pakai metode percobaan otomatis berlangganan apk d hapus tdk membatalkan langganan kehilangan uang 187rb karna trnyata pmbayaran otomatis akun dana,"['aplikasi', 'berbahaya', 'pakai', 'metode', 'percobaan', 'otomatis', 'berlangganan', 'apk', 'd', 'hapus', 'tdk', 'membatalkan', 'langganan', 'kehilangan', 'uang', '187rb', 'karna', 'trnyata', 'pmbayaran', 'otomatis', 'akun', 'dana']",aplikasi bahaya pakai metode coba otomatis langgan apk d hapus tdk batal langgan hilang uang 187rb karna trnyata pmbayaran otomatis akun dana
